

ESTACIÓN AUTOMÁTICA: Ourense
CONCELLO: Ourense
PROVINCIA: Ourense

CÓDIGOS DE VALIDACIÓN DOS DATOS:
0:  Dato sen validar
1:  Dato válido orixinal
2:  Dato sospeitoso
3:  Dato erróneo
4:  Dato acumulado                                    
5:  Dato válido interpolado
9:  Dato non rexistrado


Nota: O valor -9999 indicará dato non rexistrado

Tipo de consulta: Variables diarias
Período:01/4/2015-23/10/2015


COD.VALIDACIÓN  DATA          PARÁMETRO (Unidades)                     VALOR
      1          29/04/2015    Temperatura mínima (ºC)                   5,7
      1          30/04/2015    Temperatura mínima (ºC)                   11,9
      1          01/05/2015    Temperatura mínima (ºC)                   13,7
      1          02/05/2015    Temperatura mínima (ºC)                   15,5
      1          03/05/2015    Temperatura mínima (ºC)                   14
      1          04/05/2015    Temperatura mínima (ºC)                   12,3
      1          05/05/2015    Temperatura mínima (ºC)                   7,8
      1          06/05/2015    Temperatura mínima (ºC)                   6
      1          07/05/2015    Temperatura mínima (ºC)                   10,4
      1          08/05/2015    Temperatura mínima (ºC)                   12,2
      1          09/05/2015    Temperatura mínima (ºC)                   10
      1          10/05/2015    Temperatura mínima (ºC)                   10,6
      1          11/05/2015    Temperatura mínima (ºC)                   10,6
      1          12/05/2015    Temperatura mínima (ºC)                   10,4
      1          13/05/2015    Temperatura mínima (ºC)                   10,5
      1          14/05/2015    Temperatura mínima (ºC)                   9,5
      1          15/05/2015    Temperatura mínima (ºC)                   8,1
      1          16/05/2015    Temperatura mínima (ºC)                   8,9
      1          17/05/2015    Temperatura mínima (ºC)                   11
      1          18/05/2015    Temperatura mínima (ºC)                   10,7
      1          19/05/2015    Temperatura mínima (ºC)                   10,6
      1          20/05/2015    Temperatura mínima (ºC)                   6,8
      1          21/05/2015    Temperatura mínima (ºC)                   4,9
      1          22/05/2015    Temperatura mínima (ºC)                   5,2
      1          23/05/2015    Temperatura mínima (ºC)                   5,8
      1          24/05/2015    Temperatura mínima (ºC)                   8,3
      1          25/05/2015    Temperatura mínima (ºC)                   10,8
      1          26/05/2015    Temperatura mínima (ºC)                   9,4
      1          27/05/2015    Temperatura mínima (ºC)                   9,4
      1          28/05/2015    Temperatura mínima (ºC)                   10,2
      1          29/05/2015    Temperatura mínima (ºC)                   13,6
      1          30/05/2015    Temperatura mínima (ºC)                   9,4
      1          31/05/2015    Temperatura mínima (ºC)                   10,3
      1          01/06/2015    Temperatura mínima (ºC)                   14,4
      1          02/06/2015    Temperatura mínima (ºC)                   8,8
      1          03/06/2015    Temperatura mínima (ºC)                   14,7
      1          04/06/2015    Temperatura mínima (ºC)                   14,2
      1          05/06/2015    Temperatura mínima (ºC)                   12,8
      1          06/06/2015    Temperatura mínima (ºC)                   16,2
      1          07/06/2015    Temperatura mínima (ºC)                   13,7
      1          08/06/2015    Temperatura mínima (ºC)                   16,6
      1          09/06/2015    Temperatura mínima (ºC)                   15,9
      1          10/06/2015    Temperatura mínima (ºC)                   13,2
      1          11/06/2015    Temperatura mínima (ºC)                   10
      1          12/06/2015    Temperatura mínima (ºC)                   9,2
      1          13/06/2015    Temperatura mínima (ºC)                   6,4
      1          14/06/2015    Temperatura mínima (ºC)                   11,9
      1          15/06/2015    Temperatura mínima (ºC)                   11,9
      1          16/06/2015    Temperatura mínima (ºC)                   9,3
      1          17/06/2015    Temperatura mínima (ºC)                   12,1
      1          18/06/2015    Temperatura mínima (ºC)                   12,4
      1          19/06/2015    Temperatura mínima (ºC)                   14,1
      1          20/06/2015    Temperatura mínima (ºC)                   13,9
      1          21/06/2015    Temperatura mínima (ºC)                   14,4
      1          22/06/2015    Temperatura mínima (ºC)                   14,5
      1          23/06/2015    Temperatura mínima (ºC)                   17,5
      1          24/06/2015    Temperatura mínima (ºC)                   16,9
      1          25/06/2015    Temperatura mínima (ºC)                   14,1
      1          26/06/2015    Temperatura mínima (ºC)                   11,5
      1          27/06/2015    Temperatura mínima (ºC)                   13,8
      1          28/06/2015    Temperatura mínima (ºC)                   13,8
      1          29/06/2015    Temperatura mínima (ºC)                   14,3
      1          30/06/2015    Temperatura mínima (ºC)                   15
      1          01/07/2015    Temperatura mínima (ºC)                   18
      1          02/07/2015    Temperatura mínima (ºC)                   11,9
      1          03/07/2015    Temperatura mínima (ºC)                   12,5
      1          04/07/2015    Temperatura mínima (ºC)                   18,1
      1          05/07/2015    Temperatura mínima (ºC)                   18,4
      1          06/07/2015    Temperatura mínima (ºC)                   12,9
      1          07/07/2015    Temperatura mínima (ºC)                   12,6
      1          08/07/2015    Temperatura mínima (ºC)                   16,2
      1          09/07/2015    Temperatura mínima (ºC)                   13,5
      1          10/07/2015    Temperatura mínima (ºC)                   16,6
      1          11/07/2015    Temperatura mínima (ºC)                   13,4
      1          12/07/2015    Temperatura mínima (ºC)                   15,8
      1          13/07/2015    Temperatura mínima (ºC)                   15,6
      1          14/07/2015    Temperatura mínima (ºC)                   16,4
      1          15/07/2015    Temperatura mínima (ºC)                   17,3
      1          16/07/2015    Temperatura mínima (ºC)                   16,7
      1          17/07/2015    Temperatura mínima (ºC)                   14,5
      1          18/07/2015    Temperatura mínima (ºC)                   16,2
      1          19/07/2015    Temperatura mínima (ºC)                   14,5
      1          20/07/2015    Temperatura mínima (ºC)                   20,7
      1          21/07/2015    Temperatura mínima (ºC)                   20,7
      1          22/07/2015    Temperatura mínima (ºC)                   17,7
      1          23/07/2015    Temperatura mínima (ºC)                   13,7
      1          24/07/2015    Temperatura mínima (ºC)                   15,2
      1          25/07/2015    Temperatura mínima (ºC)                   11,2
      1          26/07/2015    Temperatura mínima (ºC)                   13,8
      1          27/07/2015    Temperatura mínima (ºC)                   17,5
      1          28/07/2015    Temperatura mínima (ºC)                   13,5
      1          29/07/2015    Temperatura mínima (ºC)                   19,9
      1          30/07/2015    Temperatura mínima (ºC)                   16,8
      1          31/07/2015    Temperatura mínima (ºC)                   15,9
      1          01/08/2015    Temperatura mínima (ºC)                   11,3
      1          02/08/2015    Temperatura mínima (ºC)                   14,1
      1          03/08/2015    Temperatura mínima (ºC)                   9,9
      1          04/08/2015    Temperatura mínima (ºC)                   11,8
      1          05/08/2015    Temperatura mínima (ºC)                   11,2
      1          06/08/2015    Temperatura mínima (ºC)                   15,7
      1          07/08/2015    Temperatura mínima (ºC)                   12,8
      1          08/08/2015    Temperatura mínima (ºC)                   10,9
      1          09/08/2015    Temperatura mínima (ºC)                   11,7
      1          10/08/2015    Temperatura mínima (ºC)                   13,9
      1          11/08/2015    Temperatura mínima (ºC)                   17,1
      1          12/08/2015    Temperatura mínima (ºC)                   16,9
      1          13/08/2015    Temperatura mínima (ºC)                   15,1
      1          14/08/2015    Temperatura mínima (ºC)                   14,1
      1          15/08/2015    Temperatura mínima (ºC)                   14,7
      1          16/08/2015    Temperatura mínima (ºC)                   17
      1          17/08/2015    Temperatura mínima (ºC)                   16,9
      1          18/08/2015    Temperatura mínima (ºC)                   14,6
      1          19/08/2015    Temperatura mínima (ºC)                   12,2
      1          20/08/2015    Temperatura mínima (ºC)                   12,7
      1          21/08/2015    Temperatura mínima (ºC)                   15,9
      1          22/08/2015    Temperatura mínima (ºC)                   14,7
      1          23/08/2015    Temperatura mínima (ºC)                   13,8
      1          24/08/2015    Temperatura mínima (ºC)                   12,7
      1          25/08/2015    Temperatura mínima (ºC)                   15,8
      1          26/08/2015    Temperatura mínima (ºC)                   14,9
      1          27/08/2015    Temperatura mínima (ºC)                   19,3
      1          28/08/2015    Temperatura mínima (ºC)                   21,6
      1          29/08/2015    Temperatura mínima (ºC)                   19,5
      1          30/08/2015    Temperatura mínima (ºC)                   17,1
      1          31/08/2015    Temperatura mínima (ºC)                   18,6
      1          01/09/2015    Temperatura mínima (ºC)                   15,8
      1          02/09/2015    Temperatura mínima (ºC)                   15,7
      1          03/09/2015    Temperatura mínima (ºC)                   14,1
      1          04/09/2015    Temperatura mínima (ºC)                   10,3
      1          05/09/2015    Temperatura mínima (ºC)                   9,4
      1          06/09/2015    Temperatura mínima (ºC)                   10
      1          07/09/2015    Temperatura mínima (ºC)                   10,9
      1          08/09/2015    Temperatura mínima (ºC)                   11
      1          09/09/2015    Temperatura mínima (ºC)                   10,4
      1          10/09/2015    Temperatura mínima (ºC)                   10,6
      1          11/09/2015    Temperatura mínima (ºC)                   10,6
      1          12/09/2015    Temperatura mínima (ºC)                   15,7
      1          13/09/2015    Temperatura mínima (ºC)                   14,4
      1          14/09/2015    Temperatura mínima (ºC)                   12,5
      1          15/09/2015    Temperatura mínima (ºC)                   13,2
      1          16/09/2015    Temperatura mínima (ºC)                   12
      1          17/09/2015    Temperatura mínima (ºC)                   9,7
      1          18/09/2015    Temperatura mínima (ºC)                   8,5
      1          19/09/2015    Temperatura mínima (ºC)                   6,5
      1          20/09/2015    Temperatura mínima (ºC)                   9
      1          21/09/2015    Temperatura mínima (ºC)                   8,6
      1          22/09/2015    Temperatura mínima (ºC)                   14,1
      1          23/09/2015    Temperatura mínima (ºC)                   9,9
      1          24/09/2015    Temperatura mínima (ºC)                   9,9
      1          25/09/2015    Temperatura mínima (ºC)                   12,3
      1          26/09/2015    Temperatura mínima (ºC)                   13,6
      1          27/09/2015    Temperatura mínima (ºC)                   10,6
      1          28/09/2015    Temperatura mínima (ºC)                   9,7
      1          29/09/2015    Temperatura mínima (ºC)                   7,8
      1          30/09/2015    Temperatura mínima (ºC)                   9
      1          01/10/2015    Temperatura mínima (ºC)                   5,8
      1          02/10/2015    Temperatura mínima (ºC)                   5
      1          03/10/2015    Temperatura mínima (ºC)                   7,2
      1          04/10/2015    Temperatura mínima (ºC)                   13,9
      1          05/10/2015    Temperatura mínima (ºC)                   16,9
      1          06/10/2015    Temperatura mínima (ºC)                   10,8
      1          07/10/2015    Temperatura mínima (ºC)                   9,6
      1          08/10/2015    Temperatura mínima (ºC)                   7,4
      1          09/10/2015    Temperatura mínima (ºC)                   7,2
      1          10/10/2015    Temperatura mínima (ºC)                   11,2
      1          11/10/2015    Temperatura mínima (ºC)                   15,4
      1          12/10/2015    Temperatura mínima (ºC)                   13
      1          13/10/2015    Temperatura mínima (ºC)                   7,3
      1          14/10/2015    Temperatura mínima (ºC)                   6,1
      1          15/10/2015    Temperatura mínima (ºC)                   4,8
      1          16/10/2015    Temperatura mínima (ºC)                   6,1
      1          17/10/2015    Temperatura mínima (ºC)                   11,3
      1          18/10/2015    Temperatura mínima (ºC)                   12,1
      1          19/10/2015    Temperatura mínima (ºC)                   14,4
      1          20/10/2015    Temperatura mínima (ºC)                   10,9
      1          21/10/2015    Temperatura mínima (ºC)                   5,9
      1          22/10/2015    Temperatura mínima (ºC)                   6,2
      1          01/04/2015    Humidade relativa media (%)               63,8
      1          02/04/2015    Humidade relativa media (%)               53
      1          03/04/2015    Humidade relativa media (%)               52,3
      1          04/04/2015    Humidade relativa media (%)               59,4
      1          05/04/2015    Humidade relativa media (%)               56,3
      1          06/04/2015    Humidade relativa media (%)               59,1
      1          07/04/2015    Humidade relativa media (%)               62,4
      1          08/04/2015    Humidade relativa media (%)               57,9
      1          09/04/2015    Humidade relativa media (%)               78,2
      1          10/04/2015    Humidade relativa media (%)               78,4
      1          11/04/2015    Humidade relativa media (%)               69
      1          12/04/2015    Humidade relativa media (%)               62,5
      1          13/04/2015    Humidade relativa media (%)               61,1
      1          14/04/2015    Humidade relativa media (%)               66,8
      1          15/04/2015    Humidade relativa media (%)               76,3
      1          16/04/2015    Humidade relativa media (%)               85,4
      1          17/04/2015    Humidade relativa media (%)               70,8
      1          18/04/2015    Humidade relativa media (%)               84,6
      1          19/04/2015    Humidade relativa media (%)               73,3
      1          20/04/2015    Humidade relativa media (%)               67
      1          21/04/2015    Humidade relativa media (%)               66
      1          22/04/2015    Humidade relativa media (%)               84,4
      1          23/04/2015    Humidade relativa media (%)               70,9
      1          24/04/2015    Humidade relativa media (%)               88,6
      1          25/04/2015    Humidade relativa media (%)               90,7
      1          26/04/2015    Humidade relativa media (%)               79,8
      1          27/04/2015    Humidade relativa media (%)               82,3
      1          28/04/2015    Humidade relativa media (%)               73
      1          29/04/2015    Humidade relativa media (%)               69
      1          30/04/2015    Humidade relativa media (%)               77
      1          01/05/2015    Humidade relativa media (%)               85,8
      1          02/05/2015    Humidade relativa media (%)               75,7
      1          03/05/2015    Humidade relativa media (%)               77,8
      1          04/05/2015    Humidade relativa media (%)               78,9
      1          05/05/2015    Humidade relativa media (%)               75,2
      1          06/05/2015    Humidade relativa media (%)               68
      1          07/05/2015    Humidade relativa media (%)               71,7
      1          08/05/2015    Humidade relativa media (%)               76,8
      1          09/05/2015    Humidade relativa media (%)               65,7
      1          10/05/2015    Humidade relativa media (%)               67,4
      1          11/05/2015    Humidade relativa media (%)               66,9
      1          12/05/2015    Humidade relativa media (%)               63,6
      1          13/05/2015    Humidade relativa media (%)               62,5
      1          14/05/2015    Humidade relativa media (%)               57,8
      1          15/05/2015    Humidade relativa media (%)               57
      1          16/05/2015    Humidade relativa media (%)               61,2
      1          17/05/2015    Humidade relativa media (%)               62,8
      1          18/05/2015    Humidade relativa media (%)               69,1
      1          19/05/2015    Humidade relativa media (%)               54,3
      1          20/05/2015    Humidade relativa media (%)               65
      1          21/05/2015    Humidade relativa media (%)               59,5
      1          22/05/2015    Humidade relativa media (%)               58
      1          23/05/2015    Humidade relativa media (%)               58,6
      1          24/05/2015    Humidade relativa media (%)               60,8
      1          25/05/2015    Humidade relativa media (%)               60,9
      1          26/05/2015    Humidade relativa media (%)               59
      1          27/05/2015    Humidade relativa media (%)               58,1
      1          28/05/2015    Humidade relativa media (%)               60,9
      1          29/05/2015    Humidade relativa media (%)               52,1
      1          30/05/2015    Humidade relativa media (%)               61,2
      1          31/05/2015    Humidade relativa media (%)               70,1
      1          01/06/2015    Humidade relativa media (%)               59
      1          02/06/2015    Humidade relativa media (%)               55,4
      1          03/06/2015    Humidade relativa media (%)               59,7
      1          04/06/2015    Humidade relativa media (%)               54,2
      1          05/06/2015    Humidade relativa media (%)               63,9
      1          06/06/2015    Humidade relativa media (%)               61,6
      1          07/06/2015    Humidade relativa media (%)               56,4
      1          08/06/2015    Humidade relativa media (%)               59,7
      1          09/06/2015    Humidade relativa media (%)               67,8
      1          10/06/2015    Humidade relativa media (%)               59,3
      1          11/06/2015    Humidade relativa media (%)               61,1
      1          12/06/2015    Humidade relativa media (%)               63,7
      1          13/06/2015    Humidade relativa media (%)               73,3
      1          14/06/2015    Humidade relativa media (%)               81,6
      1          15/06/2015    Humidade relativa media (%)               66,2
      1          16/06/2015    Humidade relativa media (%)               60,9
      1          17/06/2015    Humidade relativa media (%)               55,3
      1          18/06/2015    Humidade relativa media (%)               53,7
      1          19/06/2015    Humidade relativa media (%)               55
      1          20/06/2015    Humidade relativa media (%)               52,8
      1          21/06/2015    Humidade relativa media (%)               50,1
      1          22/06/2015    Humidade relativa media (%)               66,6
      1          23/06/2015    Humidade relativa media (%)               75
      1          24/06/2015    Humidade relativa media (%)               63,1
      1          25/06/2015    Humidade relativa media (%)               61,5
      1          26/06/2015    Humidade relativa media (%)               55,5
      1          27/06/2015    Humidade relativa media (%)               55,7
      1          28/06/2015    Humidade relativa media (%)               57,5
      1          29/06/2015    Humidade relativa media (%)               52,1
      1          30/06/2015    Humidade relativa media (%)               55,4
      1          01/07/2015    Humidade relativa media (%)               65,7
      1          02/07/2015    Humidade relativa media (%)               55
      1          03/07/2015    Humidade relativa media (%)               51,5
      1          04/07/2015    Humidade relativa media (%)               53,4
      1          05/07/2015    Humidade relativa media (%)               52,8
      1          06/07/2015    Humidade relativa media (%)               50,1
      1          07/07/2015    Humidade relativa media (%)               56,2
      1          08/07/2015    Humidade relativa media (%)               54,9
      1          09/07/2015    Humidade relativa media (%)               48,6
      1          10/07/2015    Humidade relativa media (%)               59
      1          11/07/2015    Humidade relativa media (%)               55,6
      1          12/07/2015    Humidade relativa media (%)               56,5
      1          13/07/2015    Humidade relativa media (%)               55,7
      1          14/07/2015    Humidade relativa media (%)               54,4
      1          15/07/2015    Humidade relativa media (%)               59,5
      1          16/07/2015    Humidade relativa media (%)               59
      1          17/07/2015    Humidade relativa media (%)               57,4
      1          18/07/2015    Humidade relativa media (%)               63
      1          19/07/2015    Humidade relativa media (%)               64
      1          20/07/2015    Humidade relativa media (%)               59,5
      1          21/07/2015    Humidade relativa media (%)               59,3
      1          22/07/2015    Humidade relativa media (%)               54,8
      1          23/07/2015    Humidade relativa media (%)               53,4
      1          24/07/2015    Humidade relativa media (%)               60,3
      1          25/07/2015    Humidade relativa media (%)               46,9
      1          26/07/2015    Humidade relativa media (%)               57,2
      1          27/07/2015    Humidade relativa media (%)               56
      1          28/07/2015    Humidade relativa media (%)               61,9
      1          29/07/2015    Humidade relativa media (%)               59
      1          30/07/2015    Humidade relativa media (%)               69,9
      1          31/07/2015    Humidade relativa media (%)               63,8
      1          01/08/2015    Humidade relativa media (%)               52,9
      1          02/08/2015    Humidade relativa media (%)               51,9
      1          03/08/2015    Humidade relativa media (%)               61
      1          04/08/2015    Humidade relativa media (%)               55,2
      1          05/08/2015    Humidade relativa media (%)               59,4
      1          06/08/2015    Humidade relativa media (%)               58,9
      1          07/08/2015    Humidade relativa media (%)               56,1
      1          08/08/2015    Humidade relativa media (%)               54
      1          09/08/2015    Humidade relativa media (%)               50,1
      1          10/08/2015    Humidade relativa media (%)               51,5
      1          11/08/2015    Humidade relativa media (%)               61,6
      1          12/08/2015    Humidade relativa media (%)               63,9
      1          13/08/2015    Humidade relativa media (%)               75,3
      1          14/08/2015    Humidade relativa media (%)               71,8
      1          15/08/2015    Humidade relativa media (%)               72,6
      1          16/08/2015    Humidade relativa media (%)               71,1
      1          17/08/2015    Humidade relativa media (%)               63,5
      1          18/08/2015    Humidade relativa media (%)               58,2
      1          19/08/2015    Humidade relativa media (%)               53,2
      1          20/08/2015    Humidade relativa media (%)               50,2
      1          21/08/2015    Humidade relativa media (%)               54,1
      1          22/08/2015    Humidade relativa media (%)               70,2
      1          23/08/2015    Humidade relativa media (%)               72,4
      1          24/08/2015    Humidade relativa media (%)               66,3
      1          25/08/2015    Humidade relativa media (%)               59,5
      1          26/08/2015    Humidade relativa media (%)               68,9
      1          27/08/2015    Humidade relativa media (%)               64,8
      1          28/08/2015    Humidade relativa media (%)               59,7
      1          29/08/2015    Humidade relativa media (%)               57,3
      1          30/08/2015    Humidade relativa media (%)               59,6
      1          31/08/2015    Humidade relativa media (%)               67,3
      1          01/09/2015    Humidade relativa media (%)               61,1
      1          02/09/2015    Humidade relativa media (%)               62,3
      1          03/09/2015    Humidade relativa media (%)               57,5
      1          04/09/2015    Humidade relativa media (%)               59,4
      1          05/09/2015    Humidade relativa media (%)               58,6
      1          06/09/2015    Humidade relativa media (%)               55,8
      1          07/09/2015    Humidade relativa media (%)               55,4
      1          08/09/2015    Humidade relativa media (%)               58,1
      1          09/09/2015    Humidade relativa media (%)               67,9
      1          10/09/2015    Humidade relativa media (%)               64,2
      1          11/09/2015    Humidade relativa media (%)               67,3
      1          12/09/2015    Humidade relativa media (%)               61,9
      1          13/09/2015    Humidade relativa media (%)               73,1
      1          14/09/2015    Humidade relativa media (%)               68,6
      1          15/09/2015    Humidade relativa media (%)               81
      1          16/09/2015    Humidade relativa media (%)               75
      1          17/09/2015    Humidade relativa media (%)               78,7
      1          18/09/2015    Humidade relativa media (%)               73,8
      1          19/09/2015    Humidade relativa media (%)               67,4
      1          20/09/2015    Humidade relativa media (%)               66,5
      1          21/09/2015    Humidade relativa media (%)               69,5
      1          22/09/2015    Humidade relativa media (%)               64,4
      1          23/09/2015    Humidade relativa media (%)               65,9
      1          24/09/2015    Humidade relativa media (%)               67,5
      1          25/09/2015    Humidade relativa media (%)               67,2
      1          26/09/2015    Humidade relativa media (%)               65,5
      1          27/09/2015    Humidade relativa media (%)               69,7
      1          28/09/2015    Humidade relativa media (%)               62,5
      1          29/09/2015    Humidade relativa media (%)               66,9
      1          30/09/2015    Humidade relativa media (%)               73,9
      1          01/10/2015    Humidade relativa media (%)               68,7
      1          02/10/2015    Humidade relativa media (%)               71,6
      1          03/10/2015    Humidade relativa media (%)               77,4
      1          04/10/2015    Humidade relativa media (%)               82,3
      1          05/10/2015    Humidade relativa media (%)               79,5
      1          06/10/2015    Humidade relativa media (%)               80,8
      1          07/10/2015    Humidade relativa media (%)               76,8
      1          08/10/2015    Humidade relativa media (%)               75,3
      1          09/10/2015    Humidade relativa media (%)               73,5
      1          10/10/2015    Humidade relativa media (%)               79,6
      1          11/10/2015    Humidade relativa media (%)               82,4
      1          12/10/2015    Humidade relativa media (%)               78,2
      1          13/10/2015    Humidade relativa media (%)               70,9
      1          14/10/2015    Humidade relativa media (%)               75,9
      1          15/10/2015    Humidade relativa media (%)               74,8
      1          16/10/2015    Humidade relativa media (%)               81,3
      1          17/10/2015    Humidade relativa media (%)               76,4
      1          18/10/2015    Humidade relativa media (%)               94
      1          19/10/2015    Humidade relativa media (%)               87,6
      1          20/10/2015    Humidade relativa media (%)               68,3
      1          21/10/2015    Humidade relativa media (%)               74,6
      1          22/10/2015    Humidade relativa media (%)               78
      1          01/04/2015    Humidade Relativa Máxima (%)              96
      1          02/04/2015    Humidade Relativa Máxima (%)              93
      1          03/04/2015    Humidade Relativa Máxima (%)              83
      1          04/04/2015    Humidade Relativa Máxima (%)              89
      1          05/04/2015    Humidade Relativa Máxima (%)              94
      1          06/04/2015    Humidade Relativa Máxima (%)              93
      1          07/04/2015    Humidade Relativa Máxima (%)              93
      1          08/04/2015    Humidade Relativa Máxima (%)              93
      1          09/04/2015    Humidade Relativa Máxima (%)              96
      1          10/04/2015    Humidade Relativa Máxima (%)              98
      1          11/04/2015    Humidade Relativa Máxima (%)              97
      1          12/04/2015    Humidade Relativa Máxima (%)              96
      1          13/04/2015    Humidade Relativa Máxima (%)              92
      1          14/04/2015    Humidade Relativa Máxima (%)              96
      1          15/04/2015    Humidade Relativa Máxima (%)              96
      1          16/04/2015    Humidade Relativa Máxima (%)              97
      1          17/04/2015    Humidade Relativa Máxima (%)              96
      1          18/04/2015    Humidade Relativa Máxima (%)              97
      1          19/04/2015    Humidade Relativa Máxima (%)              97
      1          20/04/2015    Humidade Relativa Máxima (%)              98
      1          21/04/2015    Humidade Relativa Máxima (%)              96
      1          22/04/2015    Humidade Relativa Máxima (%)              96
      1          23/04/2015    Humidade Relativa Máxima (%)              98
      1          24/04/2015    Humidade Relativa Máxima (%)              96
      1          25/04/2015    Humidade Relativa Máxima (%)              98
      1          26/04/2015    Humidade Relativa Máxima (%)              98
      1          27/04/2015    Humidade Relativa Máxima (%)              97
      1          28/04/2015    Humidade Relativa Máxima (%)              97
      1          29/04/2015    Humidade Relativa Máxima (%)              97
      1          30/04/2015    Humidade Relativa Máxima (%)              90
      1          01/05/2015    Humidade Relativa Máxima (%)              97
      1          02/05/2015    Humidade Relativa Máxima (%)              98
      1          03/05/2015    Humidade Relativa Máxima (%)              95
      1          04/05/2015    Humidade Relativa Máxima (%)              98
      1          05/05/2015    Humidade Relativa Máxima (%)              95
      1          06/05/2015    Humidade Relativa Máxima (%)              98
      1          07/05/2015    Humidade Relativa Máxima (%)              97
      1          08/05/2015    Humidade Relativa Máxima (%)              98
      1          09/05/2015    Humidade Relativa Máxima (%)              95
      1          10/05/2015    Humidade Relativa Máxima (%)              98
      1          11/05/2015    Humidade Relativa Máxima (%)              98
      1          12/05/2015    Humidade Relativa Máxima (%)              97
      1          13/05/2015    Humidade Relativa Máxima (%)              96
      1          14/05/2015    Humidade Relativa Máxima (%)              86
      1          15/05/2015    Humidade Relativa Máxima (%)              89
      1          16/05/2015    Humidade Relativa Máxima (%)              84
      1          17/05/2015    Humidade Relativa Máxima (%)              91
      1          18/05/2015    Humidade Relativa Máxima (%)              95
      1          19/05/2015    Humidade Relativa Máxima (%)              68
      1          20/05/2015    Humidade Relativa Máxima (%)              92
      1          21/05/2015    Humidade Relativa Máxima (%)              95
      1          22/05/2015    Humidade Relativa Máxima (%)              92
      1          23/05/2015    Humidade Relativa Máxima (%)              92
      1          24/05/2015    Humidade Relativa Máxima (%)              91
      1          25/05/2015    Humidade Relativa Máxima (%)              88
      1          26/05/2015    Humidade Relativa Máxima (%)              92
      1          27/05/2015    Humidade Relativa Máxima (%)              90
      1          28/05/2015    Humidade Relativa Máxima (%)              94
      1          29/05/2015    Humidade Relativa Máxima (%)              76
      1          30/05/2015    Humidade Relativa Máxima (%)              93
      1          31/05/2015    Humidade Relativa Máxima (%)              96
      1          01/06/2015    Humidade Relativa Máxima (%)              87
      1          02/06/2015    Humidade Relativa Máxima (%)              96
      1          03/06/2015    Humidade Relativa Máxima (%)              87
      1          04/06/2015    Humidade Relativa Máxima (%)              94
      1          05/06/2015    Humidade Relativa Máxima (%)              89
      1          06/06/2015    Humidade Relativa Máxima (%)              78
      1          07/06/2015    Humidade Relativa Máxima (%)              90
      1          08/06/2015    Humidade Relativa Máxima (%)              86
      1          09/06/2015    Humidade Relativa Máxima (%)              83
      1          10/06/2015    Humidade Relativa Máxima (%)              78
      1          11/06/2015    Humidade Relativa Máxima (%)              90
      1          12/06/2015    Humidade Relativa Máxima (%)              88
      1          13/06/2015    Humidade Relativa Máxima (%)              96
      1          14/06/2015    Humidade Relativa Máxima (%)              97
      1          15/06/2015    Humidade Relativa Máxima (%)              97
      1          16/06/2015    Humidade Relativa Máxima (%)              94
      1          17/06/2015    Humidade Relativa Máxima (%)              83
      1          18/06/2015    Humidade Relativa Máxima (%)              89
      1          19/06/2015    Humidade Relativa Máxima (%)              80
      1          20/06/2015    Humidade Relativa Máxima (%)              91
      1          21/06/2015    Humidade Relativa Máxima (%)              91
      1          22/06/2015    Humidade Relativa Máxima (%)              88
      1          23/06/2015    Humidade Relativa Máxima (%)              92
      1          24/06/2015    Humidade Relativa Máxima (%)              84
      1          25/06/2015    Humidade Relativa Máxima (%)              94
      1          26/06/2015    Humidade Relativa Máxima (%)              95
      1          27/06/2015    Humidade Relativa Máxima (%)              90
      1          28/06/2015    Humidade Relativa Máxima (%)              94
      1          29/06/2015    Humidade Relativa Máxima (%)              89
      1          30/06/2015    Humidade Relativa Máxima (%)              93
      1          01/07/2015    Humidade Relativa Máxima (%)              82
      1          02/07/2015    Humidade Relativa Máxima (%)              93
      1          03/07/2015    Humidade Relativa Máxima (%)              91
      1          04/07/2015    Humidade Relativa Máxima (%)              69
      1          05/07/2015    Humidade Relativa Máxima (%)              75
      1          06/07/2015    Humidade Relativa Máxima (%)              88
      1          07/07/2015    Humidade Relativa Máxima (%)              85
      1          08/07/2015    Humidade Relativa Máxima (%)              78
      1          09/07/2015    Humidade Relativa Máxima (%)              84
      1          10/07/2015    Humidade Relativa Máxima (%)              87
      1          11/07/2015    Humidade Relativa Máxima (%)              90
      1          12/07/2015    Humidade Relativa Máxima (%)              83
      1          13/07/2015    Humidade Relativa Máxima (%)              84
      1          14/07/2015    Humidade Relativa Máxima (%)              85
      1          15/07/2015    Humidade Relativa Máxima (%)              84
      1          16/07/2015    Humidade Relativa Máxima (%)              89
      1          17/07/2015    Humidade Relativa Máxima (%)              92
      1          18/07/2015    Humidade Relativa Máxima (%)              87
      1          19/07/2015    Humidade Relativa Máxima (%)              91
      1          20/07/2015    Humidade Relativa Máxima (%)              80
      1          21/07/2015    Humidade Relativa Máxima (%)              82
      1          22/07/2015    Humidade Relativa Máxima (%)              84
      1          23/07/2015    Humidade Relativa Máxima (%)              90
      1          24/07/2015    Humidade Relativa Máxima (%)              83
      1          25/07/2015    Humidade Relativa Máxima (%)              89
      1          26/07/2015    Humidade Relativa Máxima (%)              80
      1          27/07/2015    Humidade Relativa Máxima (%)              81
      1          28/07/2015    Humidade Relativa Máxima (%)              88
      1          29/07/2015    Humidade Relativa Máxima (%)              82
