

ESTACIÓN AUTOMÁTICA: Ourense
CONCELLO: Ourense
PROVINCIA: Ourense

CÓDIGOS DE VALIDACIÓN DOS DATOS:
0:  Dato sen validar
1:  Dato válido orixinal
2:  Dato sospeitoso
3:  Dato erróneo
4:  Dato acumulado                                    
5:  Dato válido interpolado
9:  Dato non rexistrado


Nota: O valor -9999 indicará dato non rexistrado

Tipo de consulta: Variables diarias
Período:01/4/2015-23/10/2015


COD.VALIDACIÓN  DATA          PARÁMETRO (Unidades)                     VALOR
      1          06/10/2015    Temperatura de Orballo (ºC)               12,1
      1          07/10/2015    Temperatura de Orballo (ºC)               9,1
      1          08/10/2015    Temperatura de Orballo (ºC)               8,6
      1          09/10/2015    Temperatura de Orballo (ºC)               9
      1          10/10/2015    Temperatura de Orballo (ºC)               12
      1          11/10/2015    Temperatura de Orballo (ºC)               14,9
      1          12/10/2015    Temperatura de Orballo (ºC)               13,2
      1          13/10/2015    Temperatura de Orballo (ºC)               8,6
      1          14/10/2015    Temperatura de Orballo (ºC)               7,7
      1          15/10/2015    Temperatura de Orballo (ºC)               6
      1          16/10/2015    Temperatura de Orballo (ºC)               8,4
      1          17/10/2015    Temperatura de Orballo (ºC)               12,1
      1          18/10/2015    Temperatura de Orballo (ºC)               13,6
      1          19/10/2015    Temperatura de Orballo (ºC)               13,9
      1          20/10/2015    Temperatura de Orballo (ºC)               9,8
      1          21/10/2015    Temperatura de Orballo (ºC)               7,8
      1          22/10/2015    Temperatura de Orballo (ºC)               8,8
      1          01/04/2015    Temperatura do Aire a 10 cm (ºC)          15,5
      1          02/04/2015    Temperatura do Aire a 10 cm (ºC)          17,8
      1          03/04/2015    Temperatura do Aire a 10 cm (ºC)          17
      1          04/04/2015    Temperatura do Aire a 10 cm (ºC)          15,9
      1          05/04/2015    Temperatura do Aire a 10 cm (ºC)          17,4
      1          06/04/2015    Temperatura do Aire a 10 cm (ºC)          17,5
      1          07/04/2015    Temperatura do Aire a 10 cm (ºC)          17,1
      1          08/04/2015    Temperatura do Aire a 10 cm (ºC)          16,4
      1          09/04/2015    Temperatura do Aire a 10 cm (ºC)          14,8
      1          10/04/2015    Temperatura do Aire a 10 cm (ºC)          15,3
      1          11/04/2015    Temperatura do Aire a 10 cm (ºC)          15,9
      1          12/04/2015    Temperatura do Aire a 10 cm (ºC)          16,5
      1          13/04/2015    Temperatura do Aire a 10 cm (ºC)          16,6
      1          14/04/2015    Temperatura do Aire a 10 cm (ºC)          16,8
      1          15/04/2015    Temperatura do Aire a 10 cm (ºC)          15,1
      1          16/04/2015    Temperatura do Aire a 10 cm (ºC)          13,5
      1          17/04/2015    Temperatura do Aire a 10 cm (ºC)          14,6
      1          18/04/2015    Temperatura do Aire a 10 cm (ºC)          12,6
      1          19/04/2015    Temperatura do Aire a 10 cm (ºC)          14,6
      1          20/04/2015    Temperatura do Aire a 10 cm (ºC)          16,2
      1          21/04/2015    Temperatura do Aire a 10 cm (ºC)          17,4
      1          22/04/2015    Temperatura do Aire a 10 cm (ºC)          13,2
      1          23/04/2015    Temperatura do Aire a 10 cm (ºC)          16,5
      1          24/04/2015    Temperatura do Aire a 10 cm (ºC)          14,1
      1          25/04/2015    Temperatura do Aire a 10 cm (ºC)          14,5
      1          26/04/2015    Temperatura do Aire a 10 cm (ºC)          14,6
      1          27/04/2015    Temperatura do Aire a 10 cm (ºC)          14,5
      1          28/04/2015    Temperatura do Aire a 10 cm (ºC)          14,2
      1          29/04/2015    Temperatura do Aire a 10 cm (ºC)          14,2
      1          30/04/2015    Temperatura do Aire a 10 cm (ºC)          15,8
      1          01/05/2015    Temperatura do Aire a 10 cm (ºC)          16,7
      1          02/05/2015    Temperatura do Aire a 10 cm (ºC)          18,1
      1          03/05/2015    Temperatura do Aire a 10 cm (ºC)          18,5
      1          04/05/2015    Temperatura do Aire a 10 cm (ºC)          17,4
      1          05/05/2015    Temperatura do Aire a 10 cm (ºC)          13,9
      1          06/05/2015    Temperatura do Aire a 10 cm (ºC)          16,3
      1          07/05/2015    Temperatura do Aire a 10 cm (ºC)          16,8
      1          08/05/2015    Temperatura do Aire a 10 cm (ºC)          17,7
      1          09/05/2015    Temperatura do Aire a 10 cm (ºC)          19,7
      1          10/05/2015    Temperatura do Aire a 10 cm (ºC)          20,2
      1          11/05/2015    Temperatura do Aire a 10 cm (ºC)          20,5
      1          12/05/2015    Temperatura do Aire a 10 cm (ºC)          21,5
      1          13/05/2015    Temperatura do Aire a 10 cm (ºC)          20,2
      1          14/05/2015    Temperatura do Aire a 10 cm (ºC)          17,7
      1          15/05/2015    Temperatura do Aire a 10 cm (ºC)          18,2
      1          16/05/2015    Temperatura do Aire a 10 cm (ºC)          20,2
      1          17/05/2015    Temperatura do Aire a 10 cm (ºC)          22,8
      1          18/05/2015    Temperatura do Aire a 10 cm (ºC)          20
      1          19/05/2015    Temperatura do Aire a 10 cm (ºC)          17,1
      1          20/05/2015    Temperatura do Aire a 10 cm (ºC)          14,5
      1          21/05/2015    Temperatura do Aire a 10 cm (ºC)          18,1
      1          22/05/2015    Temperatura do Aire a 10 cm (ºC)          19,2
      1          23/05/2015    Temperatura do Aire a 10 cm (ºC)          20,3
      1          24/05/2015    Temperatura do Aire a 10 cm (ºC)          22
      1          25/05/2015    Temperatura do Aire a 10 cm (ºC)          22,6
      1          26/05/2015    Temperatura do Aire a 10 cm (ºC)          23,4
      1          27/05/2015    Temperatura do Aire a 10 cm (ºC)          24,3
      1          28/05/2015    Temperatura do Aire a 10 cm (ºC)          24
      1          29/05/2015    Temperatura do Aire a 10 cm (ºC)          25
      1          30/05/2015    Temperatura do Aire a 10 cm (ºC)          22,8
      1          31/05/2015    Temperatura do Aire a 10 cm (ºC)          21,4
      1          01/06/2015    Temperatura do Aire a 10 cm (ºC)          24
      1          02/06/2015    Temperatura do Aire a 10 cm (ºC)          23,1
      1          03/06/2015    Temperatura do Aire a 10 cm (ºC)          25,7
      1          04/06/2015    Temperatura do Aire a 10 cm (ºC)          26,5
      1          05/06/2015    Temperatura do Aire a 10 cm (ºC)          23,7
      1          06/06/2015    Temperatura do Aire a 10 cm (ºC)          24,8
      1          07/06/2015    Temperatura do Aire a 10 cm (ºC)          26,9
      1          08/06/2015    Temperatura do Aire a 10 cm (ºC)          25,8
      1          09/06/2015    Temperatura do Aire a 10 cm (ºC)          22,7
      1          10/06/2015    Temperatura do Aire a 10 cm (ºC)          20,8
      1          11/06/2015    Temperatura do Aire a 10 cm (ºC)          20,1
      1          12/06/2015    Temperatura do Aire a 10 cm (ºC)          16,2
      1          13/06/2015    Temperatura do Aire a 10 cm (ºC)          15,5
      1          14/06/2015    Temperatura do Aire a 10 cm (ºC)          17
      1          15/06/2015    Temperatura do Aire a 10 cm (ºC)          20,6
      1          16/06/2015    Temperatura do Aire a 10 cm (ºC)          21,3
      1          17/06/2015    Temperatura do Aire a 10 cm (ºC)          23,8
      1          18/06/2015    Temperatura do Aire a 10 cm (ºC)          26,1
      1          19/06/2015    Temperatura do Aire a 10 cm (ºC)          26,3
      1          20/06/2015    Temperatura do Aire a 10 cm (ºC)          28,4
      1          21/06/2015    Temperatura do Aire a 10 cm (ºC)          28,9
      1          22/06/2015    Temperatura do Aire a 10 cm (ºC)          23,1
      1          23/06/2015    Temperatura do Aire a 10 cm (ºC)          21,2
      1          24/06/2015    Temperatura do Aire a 10 cm (ºC)          25,8
      1          25/06/2015    Temperatura do Aire a 10 cm (ºC)          26
      1          26/06/2015    Temperatura do Aire a 10 cm (ºC)          25,6
      1          27/06/2015    Temperatura do Aire a 10 cm (ºC)          27,7
      1          28/06/2015    Temperatura do Aire a 10 cm (ºC)          27,6
      1          29/06/2015    Temperatura do Aire a 10 cm (ºC)          29,8
      1          30/06/2015    Temperatura do Aire a 10 cm (ºC)          28,4
      1          01/07/2015    Temperatura do Aire a 10 cm (ºC)          23,4
      1          02/07/2015    Temperatura do Aire a 10 cm (ºC)          24,1
      1          03/07/2015    Temperatura do Aire a 10 cm (ºC)          24,9
      1          04/07/2015    Temperatura do Aire a 10 cm (ºC)          26,4
      1          05/07/2015    Temperatura do Aire a 10 cm (ºC)          26,5
      1          06/07/2015    Temperatura do Aire a 10 cm (ºC)          27,1
      1          07/07/2015    Temperatura do Aire a 10 cm (ºC)          25,4
      1          08/07/2015    Temperatura do Aire a 10 cm (ºC)          25,5
      1          09/07/2015    Temperatura do Aire a 10 cm (ºC)          29
      1          10/07/2015    Temperatura do Aire a 10 cm (ºC)          25,4
      1          11/07/2015    Temperatura do Aire a 10 cm (ºC)          26,2
      1          12/07/2015    Temperatura do Aire a 10 cm (ºC)          26,5
      1          13/07/2015    Temperatura do Aire a 10 cm (ºC)          27,6
      1          14/07/2015    Temperatura do Aire a 10 cm (ºC)          28,7
      1          15/07/2015    Temperatura do Aire a 10 cm (ºC)          27,7
      1          16/07/2015    Temperatura do Aire a 10 cm (ºC)          26,6
      1          17/07/2015    Temperatura do Aire a 10 cm (ºC)          27,7
      1          18/07/2015    Temperatura do Aire a 10 cm (ºC)          24,5
      1          19/07/2015    Temperatura do Aire a 10 cm (ºC)          25,5
      1          20/07/2015    Temperatura do Aire a 10 cm (ºC)          29,5
      1          21/07/2015    Temperatura do Aire a 10 cm (ºC)          28,9
      1          22/07/2015    Temperatura do Aire a 10 cm (ºC)          27,4
      1          23/07/2015    Temperatura do Aire a 10 cm (ºC)          26,5
      1          24/07/2015    Temperatura do Aire a 10 cm (ºC)          24
      1          25/07/2015    Temperatura do Aire a 10 cm (ºC)          24,5
      1          26/07/2015    Temperatura do Aire a 10 cm (ºC)          24,7
      1          27/07/2015    Temperatura do Aire a 10 cm (ºC)          26,1
      1          28/07/2015    Temperatura do Aire a 10 cm (ºC)          24,7
      1          29/07/2015    Temperatura do Aire a 10 cm (ºC)          26,7
      1          30/07/2015    Temperatura do Aire a 10 cm (ºC)          22,4
      1          31/07/2015    Temperatura do Aire a 10 cm (ºC)          22,1
      1          01/08/2015    Temperatura do Aire a 10 cm (ºC)          25
      1          02/08/2015    Temperatura do Aire a 10 cm (ºC)          26
      1          03/08/2015    Temperatura do Aire a 10 cm (ºC)          22,8
      1          04/08/2015    Temperatura do Aire a 10 cm (ºC)          24,5
      1          05/08/2015    Temperatura do Aire a 10 cm (ºC)          23,6
      1          06/08/2015    Temperatura do Aire a 10 cm (ºC)          25
      1          07/08/2015    Temperatura do Aire a 10 cm (ºC)          21,8
      1          08/08/2015    Temperatura do Aire a 10 cm (ºC)          22,1
      1          09/08/2015    Temperatura do Aire a 10 cm (ºC)          26
      1          10/08/2015    Temperatura do Aire a 10 cm (ºC)          26,9
      1          11/08/2015    Temperatura do Aire a 10 cm (ºC)          25,9
      1          12/08/2015    Temperatura do Aire a 10 cm (ºC)          24,4
      1          13/08/2015    Temperatura do Aire a 10 cm (ºC)          18,2
      1          14/08/2015    Temperatura do Aire a 10 cm (ºC)          19
      1          15/08/2015    Temperatura do Aire a 10 cm (ºC)          21
      1          16/08/2015    Temperatura do Aire a 10 cm (ºC)          22,2
      1          17/08/2015    Temperatura do Aire a 10 cm (ºC)          24,2
      1          18/08/2015    Temperatura do Aire a 10 cm (ºC)          23,8
      1          19/08/2015    Temperatura do Aire a 10 cm (ºC)          25,3
      1          20/08/2015    Temperatura do Aire a 10 cm (ºC)          27,1
      1          21/08/2015    Temperatura do Aire a 10 cm (ºC)          27,5
      1          22/08/2015    Temperatura do Aire a 10 cm (ºC)          20,7
      1          23/08/2015    Temperatura do Aire a 10 cm (ºC)          17,8
      1          24/08/2015    Temperatura do Aire a 10 cm (ºC)          19,4
      1          25/08/2015    Temperatura do Aire a 10 cm (ºC)          23,3
      1          26/08/2015    Temperatura do Aire a 10 cm (ºC)          22,2
      1          27/08/2015    Temperatura do Aire a 10 cm (ºC)          25,2
      1          28/08/2015    Temperatura do Aire a 10 cm (ºC)          27,3
      1          29/08/2015    Temperatura do Aire a 10 cm (ºC)          27,8
      1          30/08/2015    Temperatura do Aire a 10 cm (ºC)          27,4
      1          31/08/2015    Temperatura do Aire a 10 cm (ºC)          23,3
      1          01/09/2015    Temperatura do Aire a 10 cm (ºC)          23,2
      1          02/09/2015    Temperatura do Aire a 10 cm (ºC)          21
      1          03/09/2015    Temperatura do Aire a 10 cm (ºC)          20,6
      1          04/09/2015    Temperatura do Aire a 10 cm (ºC)          19,8
      1          05/09/2015    Temperatura do Aire a 10 cm (ºC)          20,7
      1          06/09/2015    Temperatura do Aire a 10 cm (ºC)          22,1
      1          07/09/2015    Temperatura do Aire a 10 cm (ºC)          23,4
      1          08/09/2015    Temperatura do Aire a 10 cm (ºC)          21,4
      1          09/09/2015    Temperatura do Aire a 10 cm (ºC)          19
      1          10/09/2015    Temperatura do Aire a 10 cm (ºC)          20,5
      1          11/09/2015    Temperatura do Aire a 10 cm (ºC)          19,2
      1          12/09/2015    Temperatura do Aire a 10 cm (ºC)          21,4
      1          13/09/2015    Temperatura do Aire a 10 cm (ºC)          17,8
      1          14/09/2015    Temperatura do Aire a 10 cm (ºC)          17,4
      1          15/09/2015    Temperatura do Aire a 10 cm (ºC)          17,6
      1          16/09/2015    Temperatura do Aire a 10 cm (ºC)          16,9
      1          17/09/2015    Temperatura do Aire a 10 cm (ºC)          16
      1          18/09/2015    Temperatura do Aire a 10 cm (ºC)          15,7
      1          19/09/2015    Temperatura do Aire a 10 cm (ºC)          17,3
      1          20/09/2015    Temperatura do Aire a 10 cm (ºC)          18,9
      1          21/09/2015    Temperatura do Aire a 10 cm (ºC)          18,5
      1          22/09/2015    Temperatura do Aire a 10 cm (ºC)          18
      1          23/09/2015    Temperatura do Aire a 10 cm (ºC)          19,1
      1          24/09/2015    Temperatura do Aire a 10 cm (ºC)          19,8
      1          25/09/2015    Temperatura do Aire a 10 cm (ºC)          20,9
      1          26/09/2015    Temperatura do Aire a 10 cm (ºC)          20,9
      1          27/09/2015    Temperatura do Aire a 10 cm (ºC)          19,7
      1          28/09/2015    Temperatura do Aire a 10 cm (ºC)          19,1
      1          29/09/2015    Temperatura do Aire a 10 cm (ºC)          17,5
      1          30/09/2015    Temperatura do Aire a 10 cm (ºC)          16,4
      1          01/10/2015    Temperatura do Aire a 10 cm (ºC)          15,6
      1          02/10/2015    Temperatura do Aire a 10 cm (ºC)          15,1
      1          03/10/2015    Temperatura do Aire a 10 cm (ºC)          14,9
      1          04/10/2015    Temperatura do Aire a 10 cm (ºC)          19,9
      1          05/10/2015    Temperatura do Aire a 10 cm (ºC)          19,5
      1          06/10/2015    Temperatura do Aire a 10 cm (ºC)          16,2
      1          07/10/2015    Temperatura do Aire a 10 cm (ºC)          14,9
      1          08/10/2015    Temperatura do Aire a 10 cm (ºC)          14,7
      1          09/10/2015    Temperatura do Aire a 10 cm (ºC)          15,5
      1          10/10/2015    Temperatura do Aire a 10 cm (ºC)          16,1
      1          11/10/2015    Temperatura do Aire a 10 cm (ºC)          18,5
      1          12/10/2015    Temperatura do Aire a 10 cm (ºC)          17,7
      1          13/10/2015    Temperatura do Aire a 10 cm (ºC)          15,1
      1          14/10/2015    Temperatura do Aire a 10 cm (ºC)          13,3
      1          15/10/2015    Temperatura do Aire a 10 cm (ºC)          12,2
      1          16/10/2015    Temperatura do Aire a 10 cm (ºC)          12,6
      1          17/10/2015    Temperatura do Aire a 10 cm (ºC)          17,4
      1          18/10/2015    Temperatura do Aire a 10 cm (ºC)          15,1
      1          19/10/2015    Temperatura do Aire a 10 cm (ºC)          16,8
      1          20/10/2015    Temperatura do Aire a 10 cm (ºC)          16,3
      1          21/10/2015    Temperatura do Aire a 10 cm (ºC)          13,1
      1          22/10/2015    Temperatura do Aire a 10 cm (ºC)          13,8
      1          01/04/2015    Horas de Frío (Base 7 ºC) (h)             5,2
      1          02/04/2015    Horas de Frío (Base 7 ºC) (h)             5
      1          03/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          04/04/2015    Horas de Frío (Base 7 ºC) (h)             3
      1          05/04/2015    Horas de Frío (Base 7 ºC) (h)             4,8
      1          06/04/2015    Horas de Frío (Base 7 ºC) (h)             2,3
      1          07/04/2015    Horas de Frío (Base 7 ºC) (h)             4,5
      1          08/04/2015    Horas de Frío (Base 7 ºC) (h)             3,8
      1          09/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          10/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          11/04/2015    Horas de Frío (Base 7 ºC) (h)             4
      1          12/04/2015    Horas de Frío (Base 7 ºC) (h)             4
      1          13/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          14/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          15/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          16/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          17/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          18/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          19/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          20/04/2015    Horas de Frío (Base 7 ºC) (h)             6,5
      1          21/04/2015    Horas de Frío (Base 7 ºC) (h)             0,3
      1          22/04/2015    Horas de Frío (Base 7 ºC) (h)             0,3
      1          23/04/2015    Horas de Frío (Base 7 ºC) (h)             8,3
      1          24/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          25/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          26/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          27/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          28/04/2015    Horas de Frío (Base 7 ºC) (h)             0,2
      1          29/04/2015    Horas de Frío (Base 7 ºC) (h)             6,2
      1          30/04/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          01/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          02/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          03/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          04/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          05/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          06/05/2015    Horas de Frío (Base 7 ºC) (h)             3,8
      1          07/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          08/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          09/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          10/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          11/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          12/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          13/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          14/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          15/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          16/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          17/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          18/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          19/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          20/05/2015    Horas de Frío (Base 7 ºC) (h)             1,3
      1          21/05/2015    Horas de Frío (Base 7 ºC) (h)             4,7
      1          22/05/2015    Horas de Frío (Base 7 ºC) (h)             2,3
      1          23/05/2015    Horas de Frío (Base 7 ºC) (h)             2,2
      1          24/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          25/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          26/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          27/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          28/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          29/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          30/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          31/05/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          01/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          02/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          03/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          04/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          05/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          06/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          07/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          08/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          09/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          10/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          11/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          12/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          13/06/2015    Horas de Frío (Base 7 ºC) (h)             1,8
      1          14/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          15/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          16/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          17/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          18/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          19/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          20/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          21/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          22/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          23/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          24/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          25/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          26/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          27/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          28/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          29/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          30/06/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          01/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          02/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          03/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          04/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          05/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          06/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          07/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          08/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          09/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          10/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          11/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          12/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          13/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          14/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          15/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          16/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          17/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          18/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          19/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          20/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          21/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          22/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          23/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          24/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          25/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          26/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          27/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          28/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          29/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          30/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          31/07/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          01/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          02/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          03/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          04/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          05/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          06/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          07/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          08/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          09/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          10/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          11/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          12/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          13/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          14/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          15/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          16/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          17/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          18/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          19/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          20/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          21/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          22/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          23/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          24/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          25/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          26/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          27/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          28/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          29/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          30/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          31/08/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          01/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          02/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          03/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          04/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          05/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          06/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          07/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          08/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          09/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          10/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          11/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          12/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          13/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          14/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          15/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          16/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          17/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          18/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          19/09/2015    Horas de Frío (Base 7 ºC) (h)             1,5
      1          20/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          21/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          22/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          23/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          24/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          25/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          26/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          27/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          28/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          29/09/2015    Horas de Frío (Base 7 ºC) (h)             0
      1          30/09/2015    Horas de Frío (Base 7 ºC) (h)             0
